titulo,descripcion,precio,nro_ambientes,nro_banios,area_m2,latitud,longitud,estado,detalles,enlace
URUBÓ Condominio Colinas del Urubó Sector 1,"Urubó, Santa Cruz de la Sierra - Casa en Alquiler","$us. 4,500",5.0,6.0,500.0,-17.751499,-63.217743,Disponible,"𝗖𝗮𝘀𝗮 𝗱𝗲 𝗟𝘂𝗷𝗼 𝗱𝗲 𝟱 𝗦𝘂𝗶𝘁𝗲𝘀 🅴🅽 🅰🅻🆀🆄🅸🅻🅴🆁 ▫️ 💲 𝟰,𝟱𝟬𝟬 .- ▫️ ▪️Terreno.:   720m² ▪️ Const. :    500m² ➖️ 📍URUBO (COLINAS  SECTOR 1) 𝗖𝗔𝗥𝗔𝗖𝗧𝗘𝗥Í𝗦𝗧𝗜𝗖𝗔𝗦: ᴘʟᴀɴᴛᴀ ʙᴀᴊᴀ ▫️Recibidor ▫️Elegante y amplio Living Comedor ▫️Escritorio c/ Salida a jardín ▫️Baño de Visitas ▫️Cocina moderna Amoblada y equipada c/Despensa ▫️Galeria ▫️Churrasquera ▫️Piscina privada ▫️Amplio Jardín ▫️Área de Servicios Lavanderia ▫️Dependencias ▫️Garage p/ 4 vehículos ᴘʟᴀɴᴛᴀ ᴀʟᴛᴀ ▫️Sala de estar ▫️2 Master Suite c/vestidor, Baño p. Jacuzzi y balcón ▫️2 Suites jr c/vestidor baño privado y balcón ᴇϙᴜɪᴘᴀᴍɪᴇɴᴛᴏ ▫️ Muebles cocina altos y bajos Equipada c/horno y cocina encimera ▫️ Muebles de baño ▫️ Aires Acondicionados ▪️ 𝗖𝗢𝗡𝗗𝗜𝗖𝗜𝗢𝗡𝗘𝗦: - 01 Mes adelantado - 01 Mes garantía - Comisión inmobiliaria 𝗥𝗘𝗤𝗨𝗜𝗦𝗜𝗧𝗢𝗦 - Dirección de referencia, Correo electrónico y número de teléfono - INFOCENTER (en Cainco o vía online) - Certificado REJAP - Certificado FELCN y FECC - Certificado de Trabajo o Boleta de pago - Referencias del propietario y Administración de la vivienda anterior - En el caso de extranjero: Garante Boliviano con inmueble propio - Carta de recomendación de la Administración del Condominio y del dueño del inmueble. 𝗣𝗲𝗿𝘀𝗼𝗻𝗮 𝗝𝘂𝗿𝗶́𝗱𝗶𝗰𝗮 - Carnet de Identidad - NIT - SEPREP - Poder de Representante Legal (Sociedad Comercial ▪️ ᴇɴᴛʀᴇɢᴀ ɪɴᴍᴇᴅɪᴀᴛᴀ ▫️ 𝗠𝗔𝗩𝗜𝗦 𝗥𝗜𝗩𝗘𝗥𝗢 ʙʀᴏᴋᴇʀ ᴏᴡɴᴇʀ - 𝗜𝗻𝗺𝗼 𝗕𝗿𝗼𝗸𝗲𝗿𝘀 ᴀsᴇsᴏʀᴀ ɪɴᴍᴏʙɪʟɪᴀʀɪᴀ 𝟩𝟪𝟧 𝟨𝟧𝟢𝟢𝟢 ᴡʜᴀᴛsᴀᴘᴘ: #𝖢𝗈𝗇𝖿𝗂𝖺𝖤𝗇𝖬𝗂𝖤𝗑𝗉𝖾𝗋𝗂𝖾𝗇𝖼𝗂𝖺𝖨𝗇𝗆𝗈𝖻𝗂𝗅𝗂𝖺𝗋𝗂𝖺 @mavisrivero.inmo Afiliada a CAINCRUZ",https://www.ultracasas.com/inmueble/casa-en-alquiler-urubo-urubo-condominio-santa-cruz-de-la-sierra-1054149
CONDOMINIO CERRADO JADE DEL URUBO,"Urubó, Santa Cruz de la Sierra - Terreno en Venta","$us. 79,000",,,763.0,-17.765814,-63.255192,Disponible,"Gran Oportunidad de inversion a tan solo 5 minutos del nuevo puente Urubo Village, terreno en condominio cerrado, 762,82 m2 terreno en esquina, barda perimetral, servicio de guardia 24/7, agua, alcantarillado, luz, internet, area social, piscina, laguna natural, mucha vegetación.",https://www.ultracasas.com/inmueble/terreno-en-venta-urubo-condominio-cerrado-santa-cruz-de-la-sierra-1032162
"En Venta de Ocasión 24,2 Hectáreas Sobre Doble Vía a Cotoca","Carretera Cotoca, Santa Cruz de la Sierra - Terreno en Venta","$us. 8,470,000",,,242000.0,-17.763264,-63.064598,Disponible,"UBICACIÓN TERRENO El terreno (24,2 hectáreas) se encuentra ubicado sobre la Doble Vía a Cotoca a aprox. 3 kms cerca de la tranca de Cotoca, y se encuentra colindando con empresas y urbanizaciones. La Doble Vía a Cotoca es en una carretera con un desarrollo y plusvalía constante en los últimos años. El terreno se encuentra a pocos minutos de condominios, cadena de supermercado, farmacias, universidad, a aproximadamente 10-15 minutos del 4to anillo y Av. Virgen de Cotoca y a aprox. 5 minutos de Cotoca (5 kms aprx. de distancia hasta Cotoca). CARACTERÍSTICAS DEL TERRENO El terreno cuenta con documentación al día. Tiene un total de 24,2 hectáreas y cuenta con 2 títulos (3,34 hectáreas y 20,88 hectáreas). Este terreno, en forma de L, tiene 81 metros de frente sobre la Carretera Doble Vía a Cotoca, y en el fondo del terreno se cuenta con 513 metros. Existe una distancia desde la carretera hasta el final del terreno de aprox. 1,1 kilómetros. El terreno actualmente se utiliza como una quinta, tiene una casa para propietarios y para trabajadores, un área de churrasquera y una piscina las cuales deben ser refaccionadas, pero si son funcionales. Adicionalmente, el terreno cuenta con luz eléctrica y agua potable. Agenda tu visita y contáctanos al 721-47488",https://www.ultracasas.com/inmueble/terreno-en-venta-carretera-cotoca-en-venta-santa-cruz-de-la-sierra-983483
7 Terrenos en el Exclusivo Condominio Río Sierra (Urubó) desde 774 m2,"Urubó, Santa Cruz de la Sierra - Terreno en Venta","$us. 178,000",,,774.0,-17.771229,-63.229527,Disponible,"UBICACIÓN CONDOMINIO Condominio ubicado en una de las zonas más exclusivas del Urubo, en altura, y con vista panorámica hacia Santa Cruz de la Sierra. El condominio se encuentra a tan solo 5 minutos del puente del Urubo. CARACTERÍSTICAS DE LOS TERRENOS Contamos con terrenos de acuerdo al siguiente detalle: 1- 774 m2 2- 820 m2 3- 832 m2 4- 927 m2 5- 965 m2 6- 993 m2 7- 1.321 m2 Consulte el terreno que desee para que le enviemos las características de frente y fondo. CARACTERÍSTICAS DEL CONDOMINIO El condominio cuenta con las siguientes comodidades •	2 Club House con churrasqueras •	Mini Golf •	Canchas de tenis, vóley, básquet, futbol, polifuncional •	Ciclo vías •	Minimercado •	Parque de niños •	Gas domiciliario •	Alcantarillado propio •	Red de gas dp,ocoñoarop •	Planta de tratamiento de agua •	Seguridad las 24 horas Precio por m2 = Sus 210 Precio por m2 al contado = $us 200 Agenda tu visita con nosotros al 721.47.488 Visita nuestra web para ver más opciones: www.feeneybienesraices.com",https://www.ultracasas.com/inmueble/terreno-en-venta-urubo-7-terrenos-en-el-santa-cruz-de-la-sierra-972402
NANO BY SMART STUDIO LOCAL COMERCIAL EN ALQUILER,"Entre 2do y 3er anillo Norte, Santa Cruz de la Sierra - Oficina en Alquiler","Bs. 3,000",1.0,1.0,37.0,-17.764277,-63.192581,Disponible,"Local comercial a estrenar en alquiler en Edificio Nano By Smart Studio. Ubicación inmejorable , calle 8 de Equipetrol , a media cuadra del Canal Isuto.. Consta de: un ambiente abierto ,baño y  jardín interior ,con una superficie de 37.05 m2.",https://www.ultracasas.com/inmueble/local-comercial-en-alquiler-entre-2do-y-3er-santa-cruz-de-la-sierra-1042470
CONDOMINIO COLINAS DEL URUBO SECTOR 2,"Urubó, Santa Cruz de la Sierra - Terreno en Venta","$us. 814,400",,,2036.0,-17.748779,-63.215515,Disponible,"Colinas del Urubó  Sector 2 Hermoso terreno en venta en la parte de la Riviera •Superficie: 2.036 m² •Ubicación privilegiada , en una de las zonas más exclusivas del Urubó •Ideal para construir la casa de tus sueños o un proyecto de inversión Rodeado de naturaleza y tranquilidad",https://www.ultracasas.com/inmueble/terreno-en-venta-urubo-condominio-colinas-santa-cruz-de-la-sierra-1051836
Av Banzer,"Entre 7mo y 8vo anillo Norte, Santa Cruz de la Sierra - Terreno en Venta","$us. 2,042,000",,,5105.0,-17.72086,-63.162548,Disponible,"Oportunidad única desarrollo en Av Banzer. Desarrolle en una de las zonas con mayor expansión de la ciudad de Santa Cruz. A solo metros de la Av Banzer, entre 7mo y 8vo anillo. Rodeado de negocios e importantes marcas comerciales, ideal para desarrollo de condominio, almacen o comercio. Datos del terreno: Brochure promocional https://ring.s3-sa-east-1.amazonaws.com/Terreno+Banzer.pdf Ubicación: Av Banzer entre 7mo y 8vo anillo Superficie: 5105.08 m2 Beneficios: A metros de la Av. Banzer entre 7mo y 8vo anillo. Zona comercial privilegiada sin estorbo por puentes de tránsito. Salida a dos calles. Zona de alto valor comercial de Sta Cruz. En plena expansión comercial. Contacto: (+591)",https://www.ultracasas.com/inmueble/terreno-en-venta-entre-7mo-y-8vo-anillo-santa-cruz-de-la-sierra-907470
En Venta 1.314 Hectáreas Aptas Para Ganadería,"Zona Nueva Santa Cruz, Santa Cruz de la Sierra - Quinta propiedad agrícola en Venta","$us. 1,950,000",,,0.0,-17.844477,-60.740685,Disponible,"Esta propiedad ganadera se encuentra en una de las zonas de mayor plusvalía ganadera de los últimos años: San José de Chiquitos. La propiedad se encuentra a aprox. 45 minutos al sur en la carretera Chiquitos – Paraguay, y es un camino muy bien mantenido al ser de uso petrolero (llega al viaducto). CARACTERÍSTICAS DE LA PROPIEDAD: 	Título Ejecutorial 	POP 	Superficie total: 1.314 hectáreas 	Desarrollo: 430 hectáreas de potreros con Piata, Decumbes y MG5 	Permiso de Desmonte (PDM) aprobado para desarrollar 150 hectáreas adicionales inmediatamente 	14 Potreros con división de cerca eléctrica o	Plazas con saleros y bebederos (3.000 litros) cada 4 potreros. 	Pozo de 12.000 litros hora 	Tanque australiano de 100.000 litros 	Red de distribución de agua enterrada en 6 kilometros con tubería 2 pulgadas 	Callejón central y callejones internos para manejo de ganado 	Manejo silvopastoril de 200 hectareas de monte con pasto natural 	Corral para 700 animales: Brete techado y balanza 	Alambradas con cerco eléctrico 	Señal satelital de internet 	Casa trabajadores 	Caminos internos para vehículo",https://www.ultracasas.com/inmueble/quinta-propiedad-agricola-en-venta-zona-santa-cruz-de-la-sierra-1019585
,,,,,,,,Disponible,,
EDIFICIO TORRE DUO CENTRO EMPRESARIAL,"Equipetrol, Santa Cruz de la Sierra - Oficina en Alquiler","$us. 2,500",3.0,1.0,188.0,-17.75515,-63.198364,Disponible,"Alquilo excelentes oficinas en Torre Dúo Centro Empresarial ubicado en la zona de Equipetrol Norte  cerca de Hoteles , bancos , restaurantes Cuenta con 3 estacionamientos",https://www.ultracasas.com/inmueble/oficina-en-alquiler-equipetrol-edificio-santa-cruz-de-la-sierra-1050527
SIRARI CASA EN VENTA  CALLE LOS GOMEROS,"Sirari, Santa Cruz de la Sierra - Casa en Venta","$us. 1,141,506",4.0,4.0,580.0,-17.762388,-63.202374,Disponible,"Casa en venta en calle los Gomerosesquina Los Lirios . Consta de: 4 dormitorios (3 en suite), living, amplio comedor, cocina, comedor de diario, escritorio, sala de tv, area de servicio, lavandería, patio, amplia galería, jardín, churrasquera, piscina, garaje. Construcción de primera .",https://www.ultracasas.com/inmueble/casa-en-venta-sirari-calle-los-gomeros-santa-cruz-de-la-sierra-1042793
📍Zᴏɴᴀ Nᴏʀᴛᴇ 8ᴠᴏ. Aɴɪʟʟᴏ  -  Eɴᴛʀᴇ Cᴀɴᴀʟ Cʜɪᴠᴀᴛᴏ ʏ ᴀᴠ. Mᴜᴛᴜᴀʟɪsᴛᴀ,"Entre 8vo y 9no anillo Norte, Santa Cruz de la Sierra - Terreno en Venta","$us. 65,000",,,633.0,-17.726183,-63.128529,Disponible,"🟡 𝗧𝗘𝗥𝗥𝗘𝗡𝗢𝗦 𝗣𝗔𝗥𝗔 𝗜𝗡𝗩𝗘𝗥𝗦𝗜𝗢𝗡! 🅴🅽 🆅🅴🅽🆃🅰 ▫️ Oᴘ.2 -💲 𝟲𝟱,𝟬𝟬𝟬 ▫️ ▪️Oᴘ.2- Sup. :633 m² ➖️ 📍Zᴏɴᴀ Nᴏʀᴛᴇ 8ᴠᴏ. Aɴɪʟʟᴏ  -  Eɴᴛʀᴇ Cᴀɴᴀʟ Cʜɪᴠᴀᴛᴏ ʏ ᴀᴠ. Mᴜᴛᴜᴀʟɪsᴛᴀ ◾Oᴘ.1 - 486 m2 ◾Oᴘ.2 - 633 m2 ◼️En esquina ◾Terrenos Independientes ideales para inversionistas ◾Servicios básicos, Agua, Luz. 🟡 GRAN OPORTUNIDAD! ▫️ 𝗠𝗔𝗩𝗜𝗦 𝗥𝗜𝗩𝗘𝗥𝗢 ʙʀᴏᴋᴇʀ ᴏᴡɴᴇʀ - 𝗜𝗻𝗺𝗼 𝗕𝗿𝗼𝗸𝗲𝗿𝘀 ᴀsᴇsᴏʀᴀ ɪɴᴍᴏʙɪʟɪᴀʀɪᴀ 𝟩𝟪𝟧 𝟨𝟧𝟢𝟢𝟢 ᴡʜᴀᴛsᴀᴘᴘ: bit.ly/CChyMt8vo-65k-YP-IMBK #𝖢𝗈𝗇𝖿𝗂𝖺𝖤𝗇𝖬𝗂𝖤𝗑𝗉𝖾𝗋𝗂𝖾𝗇𝖼𝗂𝖺𝖨𝗇𝗆𝗈𝖻𝗂𝗅𝗂𝖺𝗋𝗂𝖺 @mavisrivero.inmo Afiliada a CAINCRUZ",https://www.ultracasas.com/inmueble/terreno-en-venta-entre-8vo-y-9no-anillo-santa-cruz-de-la-sierra-1051633
Ciudad del Urubó (Techo) a 15 minutos del nuevo Puente Cristóbal Roda,"Urubó, Santa Cruz de la Sierra - Terreno en Venta","Bs. 190,000",,,1500.0,-17.779728,-63.26506,Disponible,"Ideal para casa quinta. 1,500m2 totalmente delimitado con muro y malla. Rodeado de naturaleza.",https://www.ultracasas.com/inmueble/terreno-en-venta-urubo-ciudad-del-urubo-santa-cruz-de-la-sierra-1049032
"Condominio La Colina, avenida Banzer 8vo anillo","Entre 4to y 5to anillo Norte, Santa Cruz de la Sierra - Casa en Venta","Bs. 2,900,000",3.0,4.0,370.0,-17.744169,-63.174473,Disponible,"Casa en Venta en Condominio La Colina. -Ubicación: Avenida Banzer, 8vo. anillo, zona norte. - Construcción: 300 m2 - Terreno:  370 m2 - Precio: Bs. 2.900.000.- Consta de: - 3 dormitorios en suite. - Living. - Comedor. - Sala para tv. - Cocina comedor. - Galería. - Churrasquera y caja china. Espectaculares áreas sociales. Agenda una visita: 780-00988 Ing. Fernando Lamas - Broker Century 21 Home",https://www.ultracasas.com/inmueble/casa-en-venta-entre-4to-y-5to-anillo-norte-santa-cruz-de-la-sierra-1049816
¡Invierta en un Galpón + Depósitos + Oficinas + Vivienda!,"Entre 4to y 5to anillo Norte, Santa Cruz de la Sierra - Galpón en Venta","$us. 175,000",,,190.0,-17.750862,-63.157879,Disponible,GALPÓN: 10x12 mts. 5 oficinas. 1 Baño. Estantería de fierro forjado. Elevador mecánico. Mezzanine 100 mts2. Escalera caracol. 2 extractores de aire eólicos. CASA: 1 dormitorio con baño privado. Cocina. Living. Hall. Lavandería. Jardín Garaje para 3 vehículos,https://www.ultracasas.com/inmueble/galpon-en-venta-entre-4to-y-5to-anillo-norte-santa-cruz-de-la-sierra-972986
Barrio Hamacas a 30 mts del 3er anillo (c/ Moratacú 3020),"Entre 3er y 4to anillo Norte, Santa Cruz de la Sierra - Terreno en Venta","$us. 930,000",,,1100.0,-17.757931,-63.170841,Disponible,"Terreno de 1.100 m²  (30 m. del 3er Anillo, Hamacas, 848.-$/m2), ideal para Embajada, Oficina o Proyecto Inmobiliario. Consultas: WhatsApp 0041 78 799 1896 (solo mensajes) Ubicación y Entorno: Ubicación Premium: Situado en el prestigioso Barrio Hamacas, a solo 14 minutos del centro de la ciudad (ver foto aérea). Este sector, junto con Equipetrol, constituye una de las mejores y más cotizadas zonas del centro urbano de Santa Cruz. Accesibilidad Estratégica: El fácil acceso desde el Tercer Anillo permite un desplazamiento rápido a cualquier punto de la ciudad. Tranquilidad y Seguridad: El terreno goza de los beneficios de estar a solo 30 metros del Tercer Anillo, sin sufrir sus inconvenientes (ruido, tráfico motorizado intenso, falta de higiene). Es un barrio seguro y tranquilo, con vigilancia permanente en todas las calles. Servicios Completos: Dispone de todos los servicios básicos: agua, gas, electricidad y alcantarillado. Infraestructura Cercana: Proximidad a diversas infraestructuras claves: supermercados, farmacias, transporte público, colegios, universidades, restaurantes ... Características del Terreno y Potencial de Construcción: Superficie Excepcional: Terreno de 1.094 m² (según datos catastrales), una superficie interesante y altamente valorada en la zona. Estado Actual: Actualmente, el terreno está prácticamente libre de construcciones. Existe una  edificación de 2 o 3 pisos en aproximadamente 100 m² (ubicada al fondo), la cual es de fácil demolición o renovación. El resto es un amplio jardín con árboles frutales. Potencial Inmobiliario: Es apto para la construcción de edificios. Se realizó un estudio de factibilidad para un proyecto de 5 pisos (más un nivel subterráneo, totalizando 6), estimando una superficie útil habitable de 4.000 m² (sin considerar pasillos, áreas comunes, plazas de garaje o sótano), y dejando 300 m² para piscinas o jardines. El potencial de rentabilidad es considerable. Documentación Legal: Todos los documentos están en regla y al día. Condiciones de Venta:      Precio no negociable. Nota: Dado que el propietario se encuentra frecuentemente en el extranjero, por favor, envíe un mensaje de interés vía WhatsApp al número indicado (o correo electrónico a: vhlvhl@hotmail.com) para coordinar.",https://www.ultracasas.com/inmueble/terreno-en-venta-entre-3er-y-4to-anillo-santa-cruz-de-la-sierra-979085
URUBÓ Condominio cerrado,"Urubó, Santa Cruz de la Sierra - Casa en Venta","$us. 1,100,000",4.0,7.0,980.0,-17.731291,-63.218761,Disponible,"Sᴜᴘᴇʀ Lᴜᴊᴏ! 𝗠𝗮𝗻𝘀𝗶𝗼𝗻 𝗲𝗻 𝗨𝗥𝗨𝗕𝗢 𝗖𝗢𝗨𝗡𝗧𝗥𝗬 🅴🅽  🆅🅴🅽🆃🅰 ▪️ 💲  𝟭,𝟭𝟬𝟬,𝟬𝟬𝟬.- ▪️Terreno 1700m² ▪️Const.   1400 m² (incluye áreas externas 970 techada) ▫️ Casa con Diseño exclusivo,  hermoso y amplio Jardín  lleno de vegetación. Espectaculares areas Sociales privadas, con hermosa vista a la Piscina ▫️4 Habitaciones (Todas en Suite) ▫️ 𝗣𝗟𝗔𝗡𝗧𝗔 𝗔𝗟𝗧𝗔 ▫️ 2  Suite Junior con Balcón y baño privado ▫️Elegante y amplia Master Suite con vestidor, baño privado,  balcón con vista a la Piscina y jardines ▫️Gimnasio 𝗣𝗟𝗔𝗡𝗧𝗔 𝗕𝗔𝗝𝗔 ▫️1 Comoda SUITE Junior ▫️️1 Estudio de Uso multiple ▫️Living-comedor  con amplios ventanales y hermosa vista a los jardines y áreas sociales ▫️ Elegante baño de visitas ▫️Amplia cocina finamente amoblada ▫️Hermosa Piscina privada central con vista panorámica a áreas verdes y a toda la casa ▫️Espectacular y amplia área de  Churrasquera en ambiente cerrado con aire acondicionados con sala de TV integrada. ▫️Espectacular Cava de vinos. ▫️Amplio Garage cerrado estilo americano con espacio para bicicletas y motocicletas ▫️Dependencia de Servicio Con Baño ▫️Área de lavandería ▫️ Parqueo para 4 movilidades Lujosa Mansión, en la que Usted Vivirá,  en pleno contacto con la naturaleza, en un Condominio exclusivo del Urubo, a tan solo 10 minutos del Puente. El Condominio, cuenta con Seguridad, las 24 horas y Control de Acceso. ▫️ 𝗠𝗔𝗩𝗜𝗦 𝗥𝗜𝗩𝗘𝗥𝗢 ᴀsᴇsᴏʀᴀ ɪɴᴍᴏʙɪʟɪᴀʀɪᴀ 𝗜𝗻𝗺𝗼 𝗕𝗿𝗼𝗸𝗲𝗿𝘀 𝟩𝟪𝟧 𝟨𝟧𝟢𝟢𝟢 ᴡʜᴀᴛsᴀᴘᴘ:bit.ly/mavisrivero-inmo-Wtp #𝖢𝗈𝗇𝖿𝗂𝖺𝖤𝗇𝖬𝗂𝖤𝗑𝗉𝖾𝗋𝗂𝖾𝗇𝖼𝗂𝖺𝖨𝗇𝗆𝗈𝖻𝗂𝗅𝗂𝖺𝗋𝗂𝖺 @mavisrivero.inmo Afiliada a CAINCRUZ",https://www.ultracasas.com/inmueble/casa-en-venta-urubo-urubo-condominio-santa-cruz-de-la-sierra-1022973
Urubó zona Norbélgica atrás de Puerto Santa Cruz.,"Urubó, Santa Cruz de la Sierra - Terreno en Venta","$us. 290,000",,,270000.0,-17.47191,-63.270985,Disponible,"Quieres urbanizar y vender lotes de terreno a cuotas ganando el doble o más? Terreno de 27ha con títulos del INRA totalmente saneadas en la zona de Norbélgica atrás de Puerto Santa Cruz, el terreno es plano y queda a 400 metros del asfalto una parte tiene colindancia con un brazo del río Piraí queda al lado de la Urbanización La Nueva Gran Ciudad del Urubó.",https://www.ultracasas.com/inmueble/terreno-en-venta-urubo-urubo-zona-norbelgica-santa-cruz-de-la-sierra-647455
Barrio plan 12 hamacas,"Entre 4to y 5to anillo Norte, Santa Cruz de la Sierra - Casa en Alquiler","Bs. 6,300",4.0,3.0,190.0,-17.746193,-63.169582,Disponible,"🏡¡𝙏𝙪 𝙣𝙪𝙚𝙫𝙤 𝙝𝙤𝙜𝙖𝙧 𝙤 𝙤𝙛𝙞𝙘𝙞𝙣𝙖 𝙩𝙚 𝙚𝙨𝙥𝙚𝙧𝙖!– Casa en Alquiler en Zona Estratégica (Entre 4° y 5° Anillo, Av. Banzer, Plan 12 Hamacas) Superficie: 📏 Terreno: 180 m² | 🏗️ Construcción: 190 m² 🔑 Características: Planta Baja: 🛋️ Living comedor amplio 🖥️ Escritorio 🍳 Cocina ❄️ Galería cerrada con aire acondicionado 🌿 Patio 🚪 Dependencia de servicio o depósito con baño 🚗 Parqueo para 2 vehículos con portón eléctrico Planta Alta: 🛏️ 3 dormitorios 🛁 1 en suite con balcón 📺 Sala de estar o TV 💵 Precio: 6300 Bs 🌟 ¡Ideal para tu oficina o vivienda en una zona estratégica!",https://www.ultracasas.com/inmueble/casa-en-alquiler-entre-4to-y-5to-anillo-santa-cruz-de-la-sierra-1054210
Casa en alquiler en Colina Sector 1,"Urubó, Santa Cruz de la Sierra - Casa en Alquiler","Bs. 22,000",5.0,5.0,450.0,-17.752054,-63.218857,Disponible,"‼️CASA EN ALQUILER EN EL URUBO CONDOMINIO COLINAS 1‼️ Excelente ubicación : a  metros del Puente Foianini. 📐SUPERFICIE CONSTRUIDA: 450 mts2. 📐 TERRENO: 780 mts2 💰PRECIO DE ALQUILER FINAL: Bs. 22,000.- Expensas Bs 902.- FACTURADO Consta de : PLANTA BAJA 🔖Living Comedor amplio, Escritorio ó Dormitorio, Cocina independiente con mesón comedor de diario, equipada, muebles altos y bajos, despensa, Baño de visitas, Galería techada con churrasquera, Jardín trasero, Piscina, Dependencia de servicio y área de Lavandería, Dos depósitos amplios, Garaje para dos vehículos. PLANTA ALTA 🔖Cuatro dormitorios (Dos suite), Baño a compartir Sala de estar. Mayor informacion: Agenda tu visita",https://www.ultracasas.com/inmueble/casa-en-alquiler-urubo-casa-en-alquiler-en-santa-cruz-de-la-sierra-1052313
Torre  ALAS 2. Equipetrol Norte Zona Empresarial Barrio Sirari.,"Sirari, Santa Cruz de la Sierra - Oficina en Alquiler","$us. 4,500",7.0,2.0,350.0,-17.75939,-63.199867,Disponible,"Oficina Amoblada de 350m2 en el Corazón de la Zona Empresarial Equipetrol. + Mobiliario nuevo, sillas giratorias, mesas de reuniones, escritorios,  televisores, archiveros. + Piso completo para mayor privacidad y seguridad. + Ascensor panorámico con acceso con tarjeta. + 7 Ambientes de con divisiones de vidrio. + Vista panorámica al Urubó y a la Ciudad ventanas de piso a techo en toda la oficina. + Techos altos para no sentirse encerrado. Alquiler: 4,500 $us (Tipo cambio oficial 👮‍♂️) Expensas: 480 $us  (Tipo de cambio oficial 👮‍♂️) Mas Información: Nicolas Urioste",https://www.ultracasas.com/inmueble/oficina-en-alquiler-sirari-torre-alas-2-santa-cruz-de-la-sierra-1045665
,,,,,,,,Disponible,,
Barrio Aeronáutico Calle Pauro #300,"Entre 2do y 3er anillo Sur, Santa Cruz de la Sierra - Casa en Alquiler","$us. 1,500",3.0,4.0,350.0,-17.809551,-63.180843,Disponible,"EN ALQUILER HERMOSO Y AMPLIA CASA ZONA SUR ( Stos. Dumont / 2do. Y 3er. Anillo) 1,500 $us Mes Consta de : ▪Amplio Living comedor ▪3 dormitorios ( 1 en suite) ▪Escritorio ▪Baño  de visita interior y exterior ▪Galería con Churrasquera, jardín y PISCINA ▪Cocina equipada (c/Hornillas, horno ,extractor ) ▪Lavandería y dependencia de empleada /baño ▪Garaje 2 vehiculos ▪Cortinas, Lamparas y Aire acondicionado. ▪350 m2 construidos ▪400 m2 de terreno",https://www.ultracasas.com/inmueble/casa-en-alquiler-entre-2do-y-3er-anillo-sur-santa-cruz-de-la-sierra-78147
"Avenida Banzer, entre 2do y 3er anillo","Entre 2do y 3er anillo Norte, Santa Cruz de la Sierra - Terreno en Venta","$us. 500,000",,,582.0,-17.763206,-63.179195,Disponible,"Casa en venta a precio de terreno zona Norte Ubicación: Avenida Banzer entre 2do. y 3er. anillo, zona norte. Precio: $us. 500.000.- Tc. 7 Casa con salida a ambas calles, 2 frentes. Superficie: 581m2  La casa actualmente esta separada en 2, pero tiene 1 solo documento.  Agenda una visita. 780-00988 Ing. Fernando Lamas – Broker Century 21 Home",https://www.ultracasas.com/inmueble/terreno-en-venta-entre-2do-y-3er-anillo-santa-cruz-de-la-sierra-1053234
AV BANZER 2DO Y TERCER ANILLO,"Entre 3er y 4to anillo Norte, Santa Cruz de la Sierra - Terreno en Venta","$us. 10,584,000",,,6828.0,-17.753929,-63.175613,Disponible,"**Te presento el mejor Terreno sobre la Av. Banzer  - Ubicación Estratégica** - Entre 3er y 4to Anillo ¡Oportunidad única de inversión! 📐 Superficie de 6.828,33 m² s/mensura. Ubicado en una de las áreas de mayor crecimiento relevancia, visibilidad y desarrollo comercial y empresarial de la ciudad. Con 34 metros de frente sobre la avenida principal, y casi 100 metros sobre cada una de las 2 calles laterales. Este terreno cuenta con: *Zonificación:* ÍNDICE DE CONSTRUCCIÓN Tipo 6 (el máximo reglamentario!) *Accesibilidad:* Excelente ubicación, con fácil acceso a principales vías de transporte, y cercanía a las más importantes industrias, comercios, bancos, edificios corporativos, malls y centros comerciales. Además se ubica a pasos del retorno, lo cual habilita al público que circula mano al sur a también acceder con absoluta facilidad. - **Servicios:** Con todos los servicios básicos disponibles. - **Potencial de Crecimiento:** La zona está en constante desarrollo, lo que asegura una alta valorización a futuro. Este terreno es perfecto para emprendedores y desarrolladores que buscan establecer un negocio en un entorno dinámico y en expansión. También resulta ideal para posicionar una nueva marca, o sentar un edificio institucional que proyecte la importancia y relevancia de la empresa. Valor: $us 1.550/m2",https://www.ultracasas.com/inmueble/terreno-en-venta-entre-3er-y-4to-anillo-santa-cruz-de-la-sierra-1034306
